word,reading,consensus_level,level_votes,family_level_votes,reference_sources,reference_families,support_count,candidate_type,example_meaning,relation_type,same_reading_current_forms,same_word_current_readings,jmdict_current_forms,jmdict_current_readings,jmdict_current_levels,jmdict_all_forms,jmdict_resolved,evidence_confidence,jmdict_exact_form_reading,jmdict_writing_common,jmdict_reading_common,jmdict_waller_levels,level_conflict_with_jmdict_waller,jmdict_tags,jmdict_pos,jmdict_gloss,quality_decision,priority,quality_reason
捕える,とらえる,N2,"{""N2"": 2}","{""community-independent"": ""N2"", ""waller-derived"": ""N2""}",openjlpt|waller|wordmaster,community-independent|waller-derived,2,lexical,to seize; to grasp; to capture,same-reading-different-writing|same-jmdict-entry,捉える|捕らえる,,捉える|捕らえる,とらえる,N2,とらえる|捉える|捕える|捕らえる,yes,HIGH,yes,yes,yes,N2,no,,v1:Ichidan verb|vt:transitive verb,to catch; to capture; to seize; to arrest; to grab; to catch hold of,ADD_HIGH_CONFIDENCE,P1,Supported by >=2 independent reference families and exact JMdict form is common.
捕る,とる,N2,"{""N2"": 2}","{""community-independent"": ""N2"", ""waller-derived"": ""N2""}",openjlpt|waller|wordmaster,community-independent|waller-derived,2,lexical,to take; to catch (fish); to capture,same-reading-different-writing,取る|執る|採る|撮る,,,,,,yes,HIGH,yes,yes,yes,N2,no,,v5r:Godan verb with 'ru' ending|vt:transitive verb,"to catch (a wild animal, fish, insect, baseball, etc.); to capture",ADD_HIGH_CONFIDENCE,P1,Supported by >=2 independent reference families and exact JMdict form is common.
謎謎,なぞなぞ,N2,"{""N2"": 2}","{""community-independent"": ""N2"", ""waller-derived"": ""N2""}",openjlpt|waller|wordmaster,community-independent|waller-derived,2,lexical,riddle; puzzle; enigma,same-reading-different-writing|same-jmdict-entry,なぞなぞ|謎々,,なぞなぞ|謎々,なぞなぞ,N1|N2,なぞなぞ|謎々|謎謎,yes,HIGH,yes,no,yes,N2,no,uk:word usually written using kana alone,n:noun (common) (futsuumeishi),riddle; puzzle; enigma,ADD_HIGH_CONFIDENCE,P1,Supported by >=2 independent reference families and exact JMdict form is common.
なにしろ,なにしろ,N2,"{""N2"": 2}","{""community-independent"": ""N2"", ""waller-derived"": ""N2""}",waller|wordmaster,community-independent|waller-derived,2,kana/loanword,"at any rate,anyhow,anyway,in any case",same-reading-different-writing|same-jmdict-entry,何しろ,,何しろ,なにしろ,N2,なにしろ|何しろ,yes,HIGH,yes,yes,yes,N2,no,,adv:adverb (fukushi),in any case; at any rate; anyhow; anyway; as you know; for you see,ADD_HIGH_CONFIDENCE,P1,Supported by >=2 independent reference families and exact JMdict form is common.
なんとも,なんとも,N2,"{""N2"": 2}","{""community-independent"": ""N2"", ""waller-derived"": ""N2""}",waller|wordmaster,community-independent|waller-derived,2,kana/loanword,"nothing (with neg. verb),quite,not a bit",same-reading-different-writing|same-jmdict-entry,何とも,,何とも,なんとも,N1,なんとも|何とも,yes,HIGH,yes,yes,yes,N2,no,with neg. verb,adv:adverb (fukushi),really; very; extremely; terribly; awfully; (not) anything,ADD_HIGH_CONFIDENCE,P1,Supported by >=2 independent reference families and exact JMdict form is common.
南米,なんべい,N2,"{""N2"": 2}","{""community-independent"": ""N2"", ""waller-derived"": ""N2""}",openjlpt|waller|wordmaster,community-independent|waller-derived,2,lexical,South America,fully-absent,,,,,,,yes,HIGH,yes,yes,yes,N2,no,,n:noun (common) (futsuumeishi),South America,ADD_HIGH_CONFIDENCE,P1,Supported by >=2 independent reference families and exact JMdict form is common.
寝巻,ねまき,N2,"{""N2"": 2}","{""community-independent"": ""N2"", ""waller-derived"": ""N2""}",openjlpt|waller|wordmaster,community-independent|waller-derived,2,lexical,sleep-wear; nightclothes; pyjamas,same-reading-different-writing|same-jmdict-entry,寝巻き,,寝巻き,ねまき,N2,ねまき|寝まき|寝巻|寝巻き|寝衣|寝間着,yes,HIGH,yes,yes,yes,N2,no,,n:noun (common) (futsuumeishi),nightclothes; nightwear; sleepwear; pyjamas; pajamas; nightgown,ADD_HIGH_CONFIDENCE,P1,Supported by >=2 independent reference families and exact JMdict form is common.
寝間着,ねまき,N2,"{""N2"": 2}","{""community-independent"": ""N2"", ""waller-derived"": ""N2""}",openjlpt|waller|wordmaster,community-independent|waller-derived,2,lexical,sleep-wear; nightclothes; pyjamas,same-reading-different-writing|same-jmdict-entry,寝巻き,,寝巻き,ねまき,N2,ねまき|寝まき|寝巻|寝巻き|寝衣|寝間着,yes,HIGH,yes,yes,yes,N2,no,,n:noun (common) (futsuumeishi),nightclothes; nightwear; sleepwear; pyjamas; pajamas; nightgown,ADD_HIGH_CONFIDENCE,P1,Supported by >=2 independent reference families and exact JMdict form is common.
乗換,のりかえ,N2,"{""N2"": 2}","{""community-independent"": ""N2"", ""waller-derived"": ""N2""}",openjlpt|waller|wordmaster,community-independent|waller-derived,2,lexical,(n) transfer (trains; buses; etc.),same-reading-different-writing|same-jmdict-entry,乗り換え,,乗り換え,のりかえ,N3,のりかえ|乗りかえ|乗り換え|乗り替え|乗換|乗換え|乗替え,yes,HIGH,yes,yes,yes,N2,no,,n:noun (common) (futsuumeishi)|vi:intransitive verb|vs:noun or participle which takes the aux. verb suru,"transfer (trains, buses, etc.); change; connection; switch (to another ideology, party, system, method, etc.); conversion",ADD_HIGH_CONFIDENCE,P1,Supported by >=2 independent reference families and exact JMdict form is common.
剥す,はがす,N2,"{""N2"": 2}","{""community-independent"": ""N2"", ""waller-derived"": ""N2""}",openjlpt|waller|wordmaster,community-independent|waller-derived,2,lexical,(v5s) to tear off; to peel off; to rip off,same-reading-different-writing|same-jmdict-entry,剝がす|剥がす,,剝がす|剥がす,はがす,N1|N2,はがす|へがす|剝がす|剥がす|剥す,yes,HIGH,yes,no,yes,N2,no,io:irregular okurigana usage | uk:word usually written using kana alone,v5s:Godan verb with 'su' ending|vt:transitive verb,to tear off; to peel off; to rip off; to strip off; to skin; to flay,ADD_HIGH_CONFIDENCE,P1,Supported by >=2 independent reference families and exact JMdict form is common.
初めに,はじめに,N2,"{""N2"": 2}","{""community-independent"": ""N2"", ""waller-derived"": ""N2""}",waller|wordmaster,community-independent|waller-derived,2,lexical,"to begin with, first of all",fully-absent,,,,,,,yes,HIGH,yes,yes,yes,N2,no,"as the section heading of a book, etc. | uk:word usually written using kana alone","exp:expressions (phrases, clauses, etc.)",first; firstly; first of all; to begin with; in the beginning; at the beginning,ADD_HIGH_CONFIDENCE,P1,Supported by >=2 independent reference families and exact JMdict form is common.
始めに,はじめに,N2,"{""N2"": 2}","{""community-independent"": ""N2"", ""waller-derived"": ""N2""}",openjlpt|waller|wordmaster,community-independent|waller-derived,2,lexical,to begin with; first of all,fully-absent,,,,,,,yes,HIGH,yes,yes,yes,N2,no,"as the section heading of a book, etc. | uk:word usually written using kana alone","exp:expressions (phrases, clauses, etc.)",first; firstly; first of all; to begin with; in the beginning; at the beginning,ADD_HIGH_CONFIDENCE,P1,Supported by >=2 independent reference families and exact JMdict form is common.
はじめまして,はじめまして,N2,"{""N2"": 2}","{""community-independent"": ""N2"", ""waller-derived"": ""N2""}",waller|wordmaster,community-independent|waller-derived,2,kana/loanword,"How do you do?,I am glad to meet you",same-reading-different-writing|same-jmdict-entry,初めまして,,初めまして,はじめまして,N5,はじめまして|初めまして|始めまして,yes,HIGH,yes,yes,yes,N2,no,pol:polite (teineigo) language | uk:word usually written using kana alone,"exp:expressions (phrases, clauses, etc.)",nice to meet you; I'm glad to make your acquaintance; how do you do?,ADD_HIGH_CONFIDENCE,P1,Supported by >=2 independent reference families and exact JMdict form is common.
果して,はたして,N2,"{""N2"": 2}","{""community-independent"": ""N2"", ""waller-derived"": ""N2""}",openjlpt|waller|wordmaster,community-independent|waller-derived,2,lexical,as was expected; really,same-reading-different-writing|same-jmdict-entry,果たして,,果たして,はたして,N2,はたして|果して|果たして,yes,HIGH,yes,no,yes,N2,no,used in interrogative and hypothetical sentences,adv:adverb (fukushi),as was expected; just as one thought; sure enough; really; actually; ever,ADD_HIGH_CONFIDENCE,P1,Supported by >=2 independent reference families and exact JMdict form is common.
話合い,はなしあい,N2,"{""N2"": 2}","{""community-independent"": ""N2"", ""waller-derived"": ""N2""}",openjlpt|waller|wordmaster,community-independent|waller-derived,2,lexical,discussion; conference,same-reading-different-writing|same-jmdict-entry,話し合い,,話し合い,はなしあい,N3,はなしあい|話し合い|話合い,yes,HIGH,yes,yes,yes,N2,no,,n:noun (common) (futsuumeishi)|vs:noun or participle which takes the aux. verb suru,discussion; talk; tête-à-tête; conference,ADD_HIGH_CONFIDENCE,P1,Supported by >=2 independent reference families and exact JMdict form is common.
判事,はんじ,N2,"{""N2"": 2}","{""community-independent"": ""N2"", ""waller-derived"": ""N2""}",openjlpt|waller|wordmaster,community-independent|waller-derived,2,lexical,judge; judiciary,fully-absent,,,,,,,yes,HIGH,yes,yes,yes,N2,no,,n:noun (common) (futsuumeishi),judge; judiciary,ADD_HIGH_CONFIDENCE,P1,Supported by >=2 independent reference families and exact JMdict form is common.
引受る,ひきうける,N2,"{""N2"": 2}","{""community-independent"": ""N2"", ""waller-derived"": ""N2""}",openjlpt|waller|wordmaster,community-independent|waller-derived,2,lexical,to undertake; to take up; to take over,same-reading-different-writing|same-jmdict-entry,引き受ける,,引き受ける,ひきうける,N3,ひきうける|引きうける|引き受ける|引受ける|引受る,yes,HIGH,yes,no,yes,N2,no,io:irregular okurigana usage,v1:Ichidan verb|vt:transitive verb,to take on; to undertake; to accept; to take charge of; to assume responsibility for; to take over,ADD_HIGH_CONFIDENCE,P1,Supported by >=2 independent reference families and exact JMdict form is common.
引算,ひきざん,N2,"{""N2"": 2}","{""community-independent"": ""N2"", ""waller-derived"": ""N2""}",openjlpt|waller|wordmaster,community-independent|waller-derived,2,lexical,subtraction,same-reading-different-writing|same-jmdict-entry,引き算,,引き算,ひきざん,N2,ひきざん|ひき算|引き算|引算,yes,HIGH,yes,no,yes,N2,no,,n:noun (common) (futsuumeishi)|vs:noun or participle which takes the aux. verb suru|vt:transitive verb,subtraction,ADD_HIGH_CONFIDENCE,P1,Supported by >=2 independent reference families and exact JMdict form is common.
引分け,ひきわけ,N2,"{""N2"": 2}","{""community-independent"": ""N2"", ""waller-derived"": ""N2""}",openjlpt|waller|wordmaster,community-independent|waller-derived,2,lexical,a draw (in competition); tie game,same-reading-different-writing|same-jmdict-entry,引き分け,,引き分け,ひきわけ,N2,ひきわけ|引き分け|引分け,yes,HIGH,yes,yes,yes,N2,no,,n:noun (common) (futsuumeishi),draw (in competition); tie game,ADD_HIGH_CONFIDENCE,P1,Supported by >=2 independent reference families and exact JMdict form is common.
日日,ひにち,N2,"{""N2"": 2}","{""community-independent"": ""N2"", ""waller-derived"": ""N2""}",openjlpt|waller|wordmaster,community-independent|waller-derived,2,lexical,every day; daily; day after day,same-reading-different-writing|same-jmdict-entry,日にち,,日にち,ひにち,N2,ひにち|日にち|日日,yes,HIGH,yes,no,yes,N2,no,,n:noun (common) (futsuumeishi),"date (of a planned event, act, etc.); day; (number of) days",ADD_HIGH_CONFIDENCE,P1,Supported by >=2 independent reference families and exact JMdict form is common.
日の入り,ひのいり,N2,"{""N2"": 2}","{""community-independent"": ""N2"", ""waller-derived"": ""N2""}",openjlpt|waller|wordmaster,community-independent|waller-derived,2,lexical,sunset,fully-absent,,,,,,,yes,HIGH,yes,yes,yes,N2,no,,n:noun (common) (futsuumeishi),sunset,ADD_HIGH_CONFIDENCE,P1,Supported by >=2 independent reference families and exact JMdict form is common.
ひゃっかじてん,ひゃっかじてん,N2,"{""N2"": 2}","{""community-independent"": ""N2"", ""waller-derived"": ""N2""}",waller|wordmaster,community-independent|waller-derived,2,kana/loanword,encyclopedia,same-reading-different-writing|same-jmdict-entry,百科事典,,百科事典,ひゃっかじてん,N2,ひゃっかじてん|百科事典|百科辞典,yes,HIGH,yes,yes,yes,N2,no,,n:noun (common) (futsuumeishi),encyclopedia; encyclopaedia,ADD_HIGH_CONFIDENCE,P1,Supported by >=2 independent reference families and exact JMdict form is common.
ビルディング,ビルディング,N2,"{""N2"": 2}","{""community-independent"": ""N2"", ""waller-derived"": ""N2""}",waller|wordmaster,community-independent|waller-derived,2,kana/loanword,building,fully-absent,,,,,,,yes,HIGH,yes,yes,yes,N2,no,,n:noun (common) (futsuumeishi),multi-floor building; multi-storey building; tall building,ADD_HIGH_CONFIDENCE,P1,Supported by >=2 independent reference families and exact JMdict form is common.
瓶詰,びんづめ,N2,"{""N2"": 2}","{""community-independent"": ""N2"", ""waller-derived"": ""N2""}",openjlpt|waller|wordmaster,community-independent|waller-derived,2,lexical,bottling; bottled,same-reading-different-writing|same-jmdict-entry,瓶詰め,,瓶詰め,びんづめ,N2,びんづめ|びん詰|びん詰め|ビン詰め|壜詰|壜詰め|瓶詰|瓶詰め,yes,HIGH,yes,yes,yes,N2,no,,adj-no:nouns which may take the genitive case particle 'no'|n:noun (common) (futsuumeishi)|vs:noun or participle which takes the aux. verb suru|vt:transitive verb,bottling; bottled,ADD_HIGH_CONFIDENCE,P1,Supported by >=2 independent reference families and exact JMdict form is common.
副詞,ふくし,N2,"{""N2"": 2}","{""community-independent"": ""N2"", ""waller-derived"": ""N2""}",openjlpt|waller|wordmaster,community-independent|waller-derived,2,lexical,adverb,same-reading-different-writing,福祉,,,,,,yes,HIGH,yes,yes,yes,N2,no,,n:noun (common) (futsuumeishi),adverb,ADD_HIGH_CONFIDENCE,P1,Supported by >=2 independent reference families and exact JMdict form is common.
符号,ふごう,N2,"{""N2"": 2}","{""community-independent"": ""N2"", ""waller-derived"": ""N2""}",openjlpt|waller|wordmaster,community-independent|waller-derived,2,lexical,sign; mark; symbol,same-reading-different-writing,富豪|符合,,,,,,yes,HIGH,yes,yes,yes,N2,no,,n:noun (common) (futsuumeishi),"sign; mark; symbol; code; sign (e.g. positive, negative)",ADD_HIGH_CONFIDENCE,P1,Supported by >=2 independent reference families and exact JMdict form is common.
襖,ふすま,N2,"{""N2"": 2}","{""community-independent"": ""N2"", ""waller-derived"": ""N2""}",openjlpt|waller|wordmaster,community-independent|waller-derived,2,lexical,sliding screen,fully-absent,,,,,,,yes,HIGH,yes,yes,yes,N2,no,,n:noun (common) (futsuumeishi),fusuma; Japanese sliding screen,ADD_HIGH_CONFIDENCE,P1,Supported by >=2 independent reference families and exact JMdict form is common.
附属,ふぞく,N2,"{""N2"": 2}","{""community-independent"": ""N2"", ""waller-derived"": ""N2""}",openjlpt|waller|wordmaster,community-independent|waller-derived,2,lexical,attached; belonging; affiliated,same-reading-different-writing|same-jmdict-entry,付属,,付属,ふぞく,N2,ふぞく|付属|附属,yes,HIGH,yes,yes,yes,N2,no,abbr:abbreviation,adj-no:nouns which may take the genitive case particle 'no'|n:noun (common) (futsuumeishi)|vi:intransitive verb|vs:noun or participle which takes the aux. verb suru,being attached (to); being affiliated (to); belonging (to); going with; attached school; affiliated school,ADD_HIGH_CONFIDENCE,P1,Supported by >=2 independent reference families and exact JMdict form is common.
振舞う,ふるまう,N2,"{""N2"": 2}","{""community-independent"": ""N2"", ""waller-derived"": ""N2""}",openjlpt|waller|wordmaster,community-independent|waller-derived,2,lexical,to behave; to conduct oneself; to entertain (vt),same-reading-different-writing|same-jmdict-entry,振る舞う,,振る舞う,ふるまう,N2,ふるまう|振る舞う|振舞う,yes,HIGH,yes,no,yes,N2,no,,v5u:Godan verb with 'u' ending|vi:intransitive verb|vt:transitive verb,to behave; to conduct oneself; to act; to treat (someone) to (food or drink); to entertain (e.g. to lunch),ADD_HIGH_CONFIDENCE,P1,Supported by >=2 independent reference families and exact JMdict form is common.
ぶらさげる,ぶらさげる,N2,"{""N2"": 2}","{""community-independent"": ""N2"", ""waller-derived"": ""N2""}",waller|wordmaster,community-independent|waller-derived,2,kana/loanword,"to hang,to suspend,to dangle,to swing",same-reading-different-writing|same-jmdict-entry,ぶら下げる,,ぶら下げる,ぶらさげる,N2,ぶらさげる|ぶら下げる,yes,HIGH,yes,yes,yes,N2,no,,v1:Ichidan verb|vt:transitive verb,to hang; to suspend; to dangle; to swing; to carry,ADD_HIGH_CONFIDENCE,P1,Supported by >=2 independent reference families and exact JMdict form is common.
保健,ほけん,N2,"{""N2"": 2}","{""community-independent"": ""N2"", ""waller-derived"": ""N2""}",openjlpt|waller|wordmaster,community-independent|waller-derived,2,lexical,health preservation; hygiene; sanitation,same-reading-different-writing,保険,,,,,,yes,HIGH,yes,yes,yes,N2,no,,n:noun (common) (futsuumeishi),preservation of health; hygiene; sanitation; health education (school subject),ADD_HIGH_CONFIDENCE,P1,Supported by >=2 independent reference families and exact JMdict form is common.
坊っちゃん,ぼっちゃん,N2,"{""N2"": 2}","{""community-independent"": ""N2"", ""waller-derived"": ""N2""}",openjlpt|waller|wordmaster,community-independent|waller-derived,2,lexical,son (of others),same-reading-different-writing|same-jmdict-entry,坊ちゃん,,坊ちゃん,ぼっちゃん,N1,ぼっちゃん|坊ちゃん|坊っちゃん,yes,HIGH,yes,yes,yes,N2,no,hon:honorific or respectful (sonkeigo) language,n:noun (common) (futsuumeishi),(another's) son; boy; young master; green young man from a well-to-do family; young man innocent of the ways of the world,ADD_HIGH_CONFIDENCE,P1,Supported by >=2 independent reference families and exact JMdict form is common.
またぐ,またぐ,N2,"{""N2"": 2}","{""community-independent"": ""N2"", ""waller-derived"": ""N2""}",waller|wordmaster,community-independent|waller-derived,2,kana/loanword,to straddle,same-reading-different-writing|same-jmdict-entry,跨ぐ,,跨ぐ,またぐ,N2,またぐ|跨ぐ,yes,HIGH,yes,yes,yes,N2,no,uk:word usually written using kana alone,v5g:Godan verb with 'gu' ending|vt:transitive verb,to step over; to step across; to stride over; to stride across; to cross; to stretch over,ADD_HIGH_CONFIDENCE,P1,Supported by >=2 independent reference families and exact JMdict form is common.
まぶた,まぶた,N2,"{""N2"": 2}","{""community-independent"": ""N2"", ""waller-derived"": ""N2""}",waller|wordmaster,community-independent|waller-derived,2,kana/loanword,eyelids,same-reading-different-writing|same-jmdict-entry,瞼,,瞼,まぶた,N2,まぶた|目蓋|眼蓋|瞼,yes,HIGH,yes,yes,yes,N2,no,uk:word usually written using kana alone,n:noun (common) (futsuumeishi),eyelid,ADD_HIGH_CONFIDENCE,P1,Supported by >=2 independent reference families and exact JMdict form is common.
間も無く,まもなく,N2,"{""N2"": 2}","{""community-independent"": ""N2"", ""waller-derived"": ""N2""}",openjlpt|waller|wordmaster,community-independent|waller-derived,2,lexical,soon; before long; in a short time,same-reading-different-writing|same-jmdict-entry,まもなく|間もなく,,まもなく|間もなく,まもなく,N2,まもなく|間もなく|間も無く,yes,HIGH,yes,yes,yes,N2,no,after the dictionary form of a verb | uk:word usually written using kana alone,adv:adverb (fukushi),soon; shortly; before long; in a short time; in a little while; having no time to ...,ADD_HIGH_CONFIDENCE,P1,Supported by >=2 independent reference families and exact JMdict form is common.
みじめ,みじめ,N2,"{""N2"": 2}","{""community-independent"": ""N2"", ""waller-derived"": ""N2""}",waller|wordmaster,community-independent|waller-derived,2,kana/loanword,"(arch) sad,pitiful,wretched",same-reading-different-writing|same-jmdict-entry,惨め,,惨め,みじめ,N1,みじめ|惨め,yes,HIGH,yes,yes,yes,N2,no,,adj-na:adjectival nouns or quasi-adjectives (keiyodoshi),miserable; wretched; unhappy; sad; pitiable,ADD_HIGH_CONFIDENCE,P1,Supported by >=2 independent reference families and exact JMdict form is common.
命ずる,めいずる,N2,"{""N2"": 2}","{""community-independent"": ""N2"", ""waller-derived"": ""N2""}",openjlpt|waller|wordmaster,community-independent|waller-derived,2,lexical,to command; to appoint,fully-absent,,,,,,,yes,HIGH,yes,yes,yes,N2,no,,vt:transitive verb|vz:Ichidan verb - zuru verb (alternative form of -jiru verbs),to order; to command; to appoint,ADD_HIGH_CONFIDENCE,P1,Supported by >=2 independent reference families and exact JMdict form is common.
目覚し,めざまし,N2,"{""N2"": 2}","{""community-independent"": ""N2"", ""waller-derived"": ""N2""}",openjlpt|waller|wordmaster,community-independent|waller-derived,2,lexical,(abbr) alarm-clock,same-reading-different-writing|same-jmdict-entry,目覚まし,,目覚まし,めざまし,N3,めざまし|目ざまし|目覚し|目覚まし,yes,HIGH,yes,no,yes,N2,no,abbr:abbreviation,n:noun (common) (futsuumeishi),alarm clock; waking up; keeping oneself awake; early-morning treat (traditionally given to children in some parts of Japan); wake-up sweet,ADD_HIGH_CONFIDENCE,P1,Supported by >=2 independent reference families and exact JMdict form is common.
めまい,めまい,N2,"{""N2"": 2}","{""community-independent"": ""N2"", ""waller-derived"": ""N2""}",waller|wordmaster,community-independent|waller-derived,2,kana/loanword,"dizziness,giddiness",same-reading-different-writing|same-jmdict-entry,眩暈,,眩暈,めまい,N2,めまい|目まい|目眩|目眩い|眩冒|眩暈,yes,HIGH,yes,yes,yes,N2,no,uk:word usually written using kana alone,n:noun (common) (futsuumeishi),dizziness; giddiness; vertigo,ADD_HIGH_CONFIDENCE,P1,Supported by >=2 independent reference families and exact JMdict form is common.
夜行,やこう,N2,"{""N2"": 2}","{""community-independent"": ""N2"", ""waller-derived"": ""N2""}",openjlpt|waller|wordmaster,community-independent|waller-derived,2,lexical,walking around at night; night train; night travel,fully-absent,,,,,,,yes,HIGH,yes,yes,yes,N2,no,abbr:abbreviation,n:noun (common) (futsuumeishi)|vi:intransitive verb|vs:noun or participle which takes the aux. verb suru,"night travel; walking around at night; night train; nightly procession of monsters, spirits, etc.",ADD_HIGH_CONFIDENCE,P1,Supported by >=2 independent reference families and exact JMdict form is common.
家主,やぬし,N2,"{""N2"": 2}","{""community-independent"": ""N2"", ""waller-derived"": ""N2""}",openjlpt|waller|wordmaster,community-independent|waller-derived,2,lexical,landlord,fully-absent,,,,,,,yes,HIGH,yes,yes,yes,N2,no,,n:noun (common) (futsuumeishi),landlord; landlady; house owner; home owner; head of the household,ADD_HIGH_CONFIDENCE,P1,Supported by >=2 independent reference families and exact JMdict form is common.
やむをえない,やむをえない,N2,"{""N2"": 2}","{""community-independent"": ""N2"", ""waller-derived"": ""N2""}",waller|wordmaster,community-independent|waller-derived,2,kana/loanword,"cannot be helped,unavoidable",same-reading-different-writing|same-jmdict-entry,やむを得ない,,やむを得ない,やむをえない,N2,やむをえない|やむを得ない|已むを得ない|止むをえない|止むを得ない,yes,HIGH,yes,yes,yes,N2,no,,"adj-i:adjective (keiyoushi)|exp:expressions (phrases, clauses, etc.)",cannot be helped; unavoidable,ADD_HIGH_CONFIDENCE,P1,Supported by >=2 independent reference families and exact JMdict form is common.
軟らかい,やわらかい,N2,"{""N2"": 2}","{""community-independent"": ""N2"", ""waller-derived"": ""N2""}",openjlpt|waller|wordmaster,community-independent|waller-derived,2,lexical,soft; tender; limp,same-reading-different-writing|same-jmdict-entry,柔らかい,,柔らかい,やわらかい,N3,やわらかい|柔かい|柔らかい|軟らかい,yes,HIGH,yes,yes,yes,N4,yes,,adj-i:adjective (keiyoushi),soft; tender; supple; flexible; limber; limp,ADD_HIGH_CONFIDENCE,P1,Supported by >=2 independent reference families and exact JMdict form is common. JLPT level conflicts with JMdict/Waller enrichment; add the form but review level before publishing.
幼稚,ようち,N2,"{""N2"": 2}","{""community-independent"": ""N2"", ""waller-derived"": ""N2""}",openjlpt|waller|wordmaster,community-independent|waller-derived,2,lexical,infancy; childish; infantile,fully-absent,,,,,,,yes,HIGH,yes,yes,yes,N2,no,,adj-na:adjectival nouns or quasi-adjectives (keiyodoshi)|n:noun (common) (futsuumeishi),infancy; childish; infantile; immature; primitive,ADD_HIGH_CONFIDENCE,P1,Supported by >=2 independent reference families and exact JMdict form is common.
羊毛,ようもう,N2,"{""N2"": 2}","{""community-independent"": ""N2"", ""waller-derived"": ""N2""}",openjlpt|waller|wordmaster,community-independent|waller-derived,2,lexical,wool,fully-absent,,,,,,,yes,HIGH,yes,yes,yes,N2,no,,adj-no:nouns which may take the genitive case particle 'no'|n:noun (common) (futsuumeishi),wool,ADD_HIGH_CONFIDENCE,P1,Supported by >=2 independent reference families and exact JMdict form is common.
酔っ払い,よっぱらい,N2,"{""N2"": 2}","{""community-independent"": ""N2"", ""waller-derived"": ""N2""}",openjlpt|waller|wordmaster,community-independent|waller-derived,2,lexical,drunkard,fully-absent,,,,,,,yes,HIGH,yes,yes,yes,N2,no,,n:noun (common) (futsuumeishi),drunkard,ADD_HIGH_CONFIDENCE,P1,Supported by >=2 independent reference families and exact JMdict form is common.
レクリェーション,レクリェーション,N2,"{""N2"": 2}","{""community-independent"": ""N2"", ""waller-derived"": ""N2""}",waller|wordmaster,community-independent|waller-derived,2,kana/loanword,recreation,same-jmdict-entry,,,レクリエーション,レクリエーション,N2,リクリェーション|リクリエーション|レクリェーション|レクリエーション|レクレーション,yes,HIGH,yes,yes,yes,N2,no,,n:noun (common) (futsuumeishi),recreation; re-creation,ADD_HIGH_CONFIDENCE,P1,Supported by >=2 independent reference families and exact JMdict form is common.
論ずる,ろんずる,N2,"{""N2"": 2}","{""community-independent"": ""N2"", ""waller-derived"": ""N2""}",openjlpt|waller|wordmaster,community-independent|waller-derived,2,lexical,to argue; to discuss; to debate,fully-absent,,,,,,,yes,HIGH,yes,yes,yes,N2,no,usu. in negative sentences,vt:transitive verb|vz:Ichidan verb - zuru verb (alternative form of -jiru verbs),to discuss; to talk about; to deal with (a topic); to argue; to dispute; to take into consideration,ADD_HIGH_CONFIDENCE,P1,Supported by >=2 independent reference families and exact JMdict form is common.
和英,わえい,N2,"{""N2"": 2}","{""community-independent"": ""N2"", ""waller-derived"": ""N2""}",openjlpt|waller|wordmaster,community-independent|waller-derived,2,lexical,Japanese-English,fully-absent,,,,,,,yes,HIGH,yes,yes,yes,N2,no,abbr:abbreviation,n:noun (common) (futsuumeishi),Japanese-English; Japanese-English dictionary,ADD_HIGH_CONFIDENCE,P1,Supported by >=2 independent reference families and exact JMdict form is common.
割合に,わりあいに,N2,"{""N1"": 1, ""N2"": 1}","{""community-independent"": ""N2"", ""waller-derived"": ""N1""}",openjlpt|waller|wordmaster,community-independent|waller-derived,2,lexical,comparatively,fully-absent,,,,,,,yes,HIGH,yes,yes,yes,N2,no,,adv:adverb (fukushi),comparatively,ADD_HIGH_CONFIDENCE,P1,Supported by >=2 independent reference families and exact JMdict form is common.
割算,わりざん,N2,"{""N2"": 2}","{""community-independent"": ""N2"", ""waller-derived"": ""N2""}",openjlpt|waller|wordmaster,community-independent|waller-derived,2,lexical,division (math),same-reading-different-writing|same-jmdict-entry,割り算,,割り算,わりざん,N2,わりざん|わり算|割り算|割算,yes,HIGH,yes,no,yes,N2,no,,n:noun (common) (futsuumeishi)|vs:noun or participle which takes the aux. verb suru|vt:transitive verb,division,ADD_HIGH_CONFIDENCE,P1,Supported by >=2 independent reference families and exact JMdict form is common.
アワー,アワー,N1,"{""N1"": 2}","{""community-independent"": ""N1"", ""waller-derived"": ""N1""}",waller|wordmaster,community-independent|waller-derived,2,kana/loanword,hour,fully-absent,,,,,,,yes,HIGH,yes,yes,yes,N1,no,,n:noun (common) (futsuumeishi),hour,ADD_HIGH_CONFIDENCE,P1,Supported by >=2 independent reference families and exact JMdict form is common.
売り出し,うりだし,N1,"{""N1"": 2}","{""community-independent"": ""N1"", ""waller-derived"": ""N1""}",openjlpt|waller|wordmaster,community-independent|waller-derived,2,lexical,(bargain) sale,fully-absent,,,,,,,yes,HIGH,yes,yes,yes,N1,no,,n:noun (common) (futsuumeishi),(bargain) sale,ADD_HIGH_CONFIDENCE,P1,Supported by >=2 independent reference families and exact JMdict form is common.
